week,Hour,TPS,,
14,28,531.6384615,1.242145938,2
14,29,937.3353846,2.190035945,3
14,30,1460.715385,3.412886414,4
14,31,2034.678462,4.75392164,5
14,32,2612.770769,6.1046046,7
14,33,3159.893846,7.382929547,8
14,34,3655.401538,8.540657799,9
14,35,4090.003077,9.556081956,10
14,36,4459.569231,10.41955428,11
14,37,4766.164615,11.13589863,12
14,38,5012.886154,11.71235083,12
14,39,5202.830769,12.15614666,13
14,40,5337.030769,12.46969806,13
14,41,5410.324615,12.64094536,13
14,42,5407.227692,12.63370956,13
14,43,5303.996923,12.39251618,13
14,44,5060.372308,11.82329979,12
14,45,4623.706154,10.80305176,11
14,46,3918.64,9.155700935,10
14,47,2850.201538,6.659349388,7
14,48,2143.070769,5.007174694,6
14,49,988.9507692,2.310632638,3
14,50,436.6661538,1.020248023,2
14,51,324.1446154,0.757347232,1
14,52,518.2184615,1.210790798,2
14,53,913.5923077,2.134561467,3
14,54,1423.552308,3.326056794,4
14,55,1984.095385,4.635736881,5
14,56,2547.735385,5.952652769,6
14,57,3080.406154,7.19721064,8
14,58,3564.558462,8.328407621,9
14,59,3987.804615,9.317300502,10
14,60,4348.08,10.15906542,11
14,61,4646.416923,10.85611431,11
14,62,4886.944615,11.41809489,12
14,63,5072.76,11.85224299,12
14,64,5203.863077,12.15855859,13
14,65,5275.092308,12.32498203,13
14,66,5271.995385,12.31774623,13
14,67,5170.829231,12.08137671,13
14,68,4934.430769,11.52904385,12
14,69,4508.087692,10.53291517,11
14,70,3820.570769,8.926567217,9
14,71,2778.972308,6.492925953,7
14,72,2089.390769,4.881754133,5
14,73,964.1753846,2.252746226,3
14,74,425.3107692,0.99371675,1
14,75,315.8861538,0.738051761,1
14,76,505.8307692,1.181847592,2
14,77,890.8815385,2.081498922,3
14,78,1388.453846,3.244051042,4
14,79,1934.544615,4.519964054,5
14,80,2483.732308,5.803112869,6
14,81,3004.015385,7.018727535,8
14,82,3475.78,8.120981308,9
14,83,3887.670769,9.083342918,10
14,84,4239.687692,9.905812364,10
14,85,4530.798462,10.58597771,11
14,86,4765.132308,11.1334867,12
14,87,4945.786154,11.55557513,12
14,88,5073.792308,11.85465493,12
14,89,5142.956923,12.01625449,13
14,90,5139.86,12.00901869,13
14,91,5041.790769,11.77988497,12
14,92,4810.553846,11.23961179,12
14,93,4395.566154,10.27001438,11
14,94,3725.598462,8.704669304,9
14,95,2708.775385,6.328914451,7
14,96,2037.775385,4.761157442,5
14,97,940.4323077,2.197271747,3
14,98,414.9876923,0.969597412,1
14,99,307.6276923,0.71875629,1
14,100,493.4430769,1.152904385,2
14,101,868.1707692,2.028436377,3
14,102,1353.355385,3.162045292,4
14,103,1886.026154,4.406603164,5
14,104,2421.793846,5.658396836,6
14,105,2928.656923,6.842656362,7
14,106,3388.033846,7.91596693,8
14,107,3790.633846,8.856621136,9
14,108,4133.36,9.657383178,10
14,109,4417.244615,10.32066499,11
14,110,4645.384615,10.85370237,11
14,111,4822.941538,11.268555,12
14,112,4946.818462,11.55798706,12
14,113,5014.950769,11.71717469,12
14,114,5011.853846,11.70993889,12
14,115,4915.849231,11.48562904,12
14,116,4690.806154,10.95982746,11
14,117,4285.109231,10.01193746,11
14,118,3631.658462,8.485183322,9
14,119,2641.675385,6.17213875,7
14,120,1527.815385,3.569662114,4
14,121,705.0661538,1.647350827,2
14,122,310.7246154,0.725992092,1
14,123,231.2369231,0.540273185,1
14,124,369.5661538,0.863472322,1
14,125,651.3861538,1.521930266,2
14,126,1014.758462,2.370930986,3
14,127,1414.261538,3.304349388,4
14,128,1815.829231,4.242591661,5
14,129,2196.750769,5.132595255,6
14,130,2541.541538,5.938181164,6
14,131,2842.975385,6.642465853,7
14,132,3100.02,7.243037383,8
14,133,3312.675385,7.739895759,8
14,134,3484.038462,8.14027678,9
14,135,3617.206154,8.451416248,9
14,136,3710.113846,8.668490294,9
14,137,3760.696923,8.786675054,9
14,138,3758.632308,8.781851187,9
14,139,3686.370769,8.613015815,9
14,140,3518.104615,8.219870596,9
14,141,3214.606154,7.510762042,8
14,142,2724.26,6.365093458,7
14,143,1980.998462,4.628501079,5
14,144,1630.013846,3.808443565,4
14,145,752.5523077,1.758299784,2
14,146,331.3707692,0.774230769,1
14,147,245.6892308,0.574040259,1
14,148,394.3415385,0.921358735,1
14,149,694.7430769,1.623231488,2
14,150,1082.890769,2.530118619,3
14,151,1509.233846,3.526247304,4
14,152,1937.641538,4.527199855,5
14,153,2343.338462,5.475089864,6
14,154,2710.84,6.333738318,7
14,155,3032.92,7.086261682,8
14,156,3306.481538,7.725424154,8
14,157,3533.589231,8.256049605,9
14,158,3716.307692,8.682961897,9
14,159,3857.733846,9.013396836,10
14,160,3957.867692,9.247354421,10
14,161,4011.547692,9.372774981,10
14,162,4009.483077,9.367951114,10
14,163,3933.092308,9.189468009,10
14,164,3785.472308,8.844561467,9
14,165,3554.235385,8.304288283,9
14,166,3122.730769,7.296099928,8
14,167,2487.861538,5.812760603,6
15,0,2073.369231,4.844320633,5
15,1,1267.403846,2.961223939,3
15,2,460.4038462,1.075709921,2
15,3,341.4230769,0.797717469,1
15,4,547.3115385,1.278765277,2
15,5,963.2269231,2.250530194,3
15,6,1501.226923,3.50753954,4
15,7,2091.992308,4.887832495,5
15,8,2685.861538,6.275377425,7
15,9,3247.657692,7.587985262,8
15,10,3757.723077,8.779726815,9
15,11,4204.676923,9.824011502,10
15,12,4584.380769,10.71117002,11
15,13,4898.903846,11.44603702,12
15,14,5152.384615,12.03828181,13
15,15,5347.926923,12.49515636,13
15,16,5486.565385,12.819078,13
15,17,5561.057692,12.99312545,13
15,18,5557.953846,12.98587347,13
15,19,5451.388462,12.73688893,13
15,20,5202.046154,12.15431344,13
15,21,4753.023077,11.10519411,12
15,22,4027.757692,9.410648813,10
15,23,2930.030769,6.845866283,7
15,24,2203.730769,5.148903666,6
15,25,1017.026923,2.376231129,3
15,26,447.9884615,1.046702013,2
15,27,333.1461538,0.778378864,1
15,28,532.8269231,1.244922718,2
15,29,939.4307692,2.194931704,3
15,30,1463.980769,3.420515815,4
15,31,2039.226923,4.764548886,5
15,32,2618.611538,6.118251257,7
15,33,3166.957692,7.39943386,8
15,34,3663.573077,8.55975018,9
15,35,4099.146154,9.577444285,10
15,36,4469.538462,10.44284687,11
15,37,4776.819231,11.1607926,12
15,38,5024.092308,11.73853343,12
15,39,5214.461538,12.18332135,13
15,40,5348.961538,12.49757369,13
15,41,5422.419231,12.66920381,13
15,42,5419.315385,12.66195183,13
15,43,5315.853846,12.42021927,13
15,44,5071.684615,11.84973041,12
15,45,4634.042308,10.82720165,11
15,46,3927.4,9.176168224,10
15,47,2856.573077,6.674236161,7
15,48,2147.861538,5.018368079,6
15,49,991.1615385,2.315797987,3
15,50,437.6423077,1.022528756,2
15,51,324.8692308,0.759040259,1
15,52,519.3769231,1.213497484,2
15,53,915.6346154,2.139333214,3
15,54,1426.734615,3.333492091,4
15,55,1988.530769,4.646099928,5
15,56,2553.430769,5.965959741,6
15,57,3087.292308,7.213299785,8
15,58,3572.526923,8.347025521,9
15,59,3996.719231,9.338129044,10
15,60,4357.8,10.1817757,11
15,61,4656.803846,10.88038282,11
15,62,4897.869231,11.4436197,12
15,63,5084.1,11.87873832,12
15,64,5215.496154,12.18573868,13
15,65,5286.884615,12.35253415,13
15,66,5283.780769,12.34528217,13
15,67,5182.388462,12.10838426,13
15,68,4945.461538,11.55481668,12
15,69,4518.165385,10.55646118,11
15,70,3829.111538,8.946522285,9
15,71,2785.184615,6.507440689,7
15,72,2094.061538,4.892667145,5
15,73,966.3307692,2.257782171,3
15,74,426.2615385,0.995938174,1
15,75,316.5923077,0.739701654,1
15,76,506.9615385,1.184489576,2
15,77,892.8730769,2.086152049,3
15,78,1391.557692,3.251303019,4
15,79,1938.869231,4.530068297,5
15,80,2489.284615,5.816085549,6
15,81,3010.730769,7.034417685,8
15,82,3483.55,8.139135514,9
15,83,3896.361538,9.103648453,10
15,84,4249.165385,9.927956507,10
15,85,4540.926923,10.60964234,11
15,86,4775.784615,11.15837527,12
15,87,4956.842308,11.58140726,12
15,88,5085.134615,11.88115564,12
15,89,5154.453846,12.04311646,13
15,90,5151.35,12.03586449,13
15,91,5053.061538,11.80621855,12
15,92,4821.307692,11.2647376,12
15,93,4405.392308,10.29297268,11
15,94,3733.926923,8.724128325,9
15,95,2714.830769,6.343062544,7
15,96,2042.330769,4.771800862,5
15,97,942.5346154,2.202183681,3
15,98,415.9153846,0.971764917,1
15,99,308.3153846,0.720363048,1
15,100,494.5461538,1.155481668,2
15,101,870.1115385,2.032970884,3
15,102,1356.380769,3.169113946,4
15,103,1890.242308,4.416453991,5
15,104,2427.207692,5.671046009,6
15,105,2935.203846,6.857952911,7
15,106,3395.607692,7.933662832,8
15,107,3799.107692,8.876419841,9
15,108,4142.6,9.678971963,10
15,109,4427.119231,10.34373652,11
15,110,4655.769231,10.87796549,11
15,111,4833.723077,11.29374551,12
15,112,4957.876923,11.58382459,12
15,113,5026.161538,11.74336808,12
15,114,5023.057692,11.7361161,12
15,115,4926.838462,11.51130482,12
15,116,4701.292308,10.98432782,11
15,117,4294.688462,10.03431884,11
15,118,3639.776923,8.504151689,9
15,119,2647.580769,6.185936376,7
15,120,1531.230769,3.577641984,4
15,121,706.6423077,1.651033429,2
15,122,311.4192308,0.727615025,1
15,123,231.7538462,0.541480949,1
15,124,370.3923077,0.865402588,1
15,125,652.8423077,1.525332495,2
15,126,1017.026923,2.376231129,3
15,127,1417.423077,3.311736161,4
15,128,1819.888462,4.252075846,5
15,129,2201.661538,5.144069014,6
15,130,2547.223077,5.951455787,6
15,131,2849.330769,6.657314881,7
15,132,3106.95,7.259228972,8
15,133,3320.080769,7.757198058,8
15,134,3491.826923,8.158474119,9
15,135,3625.292308,8.470309131,9
15,136,3718.407692,8.687868439,9
15,137,3769.103846,8.806317397,9
15,138,3767.034615,8.801482745,9
15,139,3694.611538,8.632269949,9
15,140,3525.969231,8.238245867,9
15,141,3221.792308,7.527552121,8
15,142,2730.35,6.37932243,7
15,143,1985.426923,4.638847951,5
15,144,1633.657692,3.816957224,4
15,145,754.2346154,1.76223041,2
15,146,332.1115385,0.775961539,1
15,147,246.2384615,0.575323508,1
15,148,395.2230769,0.923418404,1
15,149,696.2961538,1.626860172,2
15,150,1085.311538,2.535774621,3
15,151,1512.607692,3.534130121,4
15,152,1941.973077,4.537320273,5
15,153,2348.576923,5.487329259,6
15,154,2716.9,6.347897196,7
15,155,3039.7,7.102102804,8
15,156,3313.873077,7.742694105,8
15,157,3541.488462,8.274505752,9
15,158,3724.615385,8.702372395,9
15,159,3866.357692,9.033546009,10
15,160,3966.715385,9.2680266,10
15,161,4020.515385,9.393727535,10
15,162,4018.446154,9.388892883,10
15,163,3941.884615,9.210010783,10
15,164,3793.934615,8.864333213,9
15,165,3562.180769,8.322852264,9
15,166,3129.711538,7.312410136,8
15,167,2493.423077,5.825754853,6
16,0,2077.993846,4.855125808,5
16,1,1270.230769,2.9678289,3
16,2,461.4307692,1.078109274,2
16,3,342.1846154,0.799496765,1
16,4,548.5323077,1.281617541,2
16,5,965.3753846,2.255549964,3
16,6,1504.575385,3.515363049,4
16,7,2096.658462,4.898734724,5
16,8,2691.852308,6.289374551,7
16,9,3254.901538,7.604910136,8
16,10,3766.104615,8.799309848,9
16,11,4214.055385,9.845923797,10
16,12,4594.606154,10.73506111,11
16,13,4909.830769,11.47156722,12
16,14,5163.876923,12.065133,13
16,15,5359.855385,12.5230266,13
16,16,5498.803077,12.84767074,13
16,17,5573.461538,13.0221064,14
16,18,5570.350769,13.01483825,14
16,19,5463.547692,12.76529835,13
16,20,5213.649231,12.18142344,13
16,21,4763.624615,11.12996405,12
16,22,4036.741538,9.431639107,10
16,23,2936.566154,6.861135874,7
16,24,2208.646154,5.16038821,6
16,25,1019.295385,2.381531273,3
16,26,448.9876923,1.049036664,2
16,27,333.8892308,0.780115025,1
16,28,534.0153846,1.247699497,2
16,29,941.5261538,2.199827462,3
16,30,1467.246154,3.42814522,4
16,31,2043.775385,4.775176133,5
16,32,2624.452308,6.131897916,7
16,33,3174.021538,7.415938173,8
16,34,3671.744615,8.578842558,9
16,35,4108.289231,9.598806614,10
16,36,4479.507692,10.46613947,11
16,37,4787.473846,11.18568656,12
16,38,5035.298462,11.76471603,12
16,39,5226.092308,12.21049605,13
16,40,5360.892308,12.52544932,13
16,41,5434.513846,12.69746226,13
16,42,5431.403077,12.69019411,13
16,43,5327.710769,12.44792236,13
16,44,5082.996923,11.87616104,12
16,45,4644.378462,10.85135155,11
16,46,3936.16,9.196635514,10
16,47,2862.944615,6.689122932,7
16,48,2152.652308,5.029561467,6
16,49,993.3723077,2.320963336,3
16,50,438.6184615,1.024809489,2
16,51,325.5938462,0.760733286,1
16,52,520.5353846,1.21620417,2
16,53,917.6769231,2.144104961,3
16,54,1429.916923,3.34092739,4
16,55,1992.966154,4.656462977,5
16,56,2559.126154,5.979266715,6
16,57,3094.178462,7.22938893,8
16,58,3580.495385,8.365643423,9
16,59,4005.633846,9.358957584,10
16,60,4367.52,10.20448598,11
16,61,4667.190769,10.90465133,11
16,62,4908.793846,11.4691445,12
16,63,5095.44,11.90523364,12
16,64,5227.129231,12.21291876,13
16,65,5298.676923,12.38008627,13
16,66,5295.566154,12.37281812,13
16,67,5193.947692,12.1353918,13
16,68,4956.492308,11.5805895,12
16,69,4528.243077,10.58000719,11
16,70,3837.652308,8.966477355,9
16,71,2791.396923,6.521955428,7
16,72,2098.732308,4.903580159,5
16,73,968.4861538,2.262818116,3
16,74,427.2123077,0.998159597,1
16,75,317.2984615,0.741351546,1
16,76,508.0923077,1.18713156,2
16,77,894.8646154,2.090805176,3
16,78,1394.661538,3.258554995,4
16,79,1943.193846,4.540172537,5
16,80,2494.836923,5.829058231,6
16,81,3017.446154,7.050107836,8
16,82,3491.32,8.15728972,9
16,83,3905.052308,9.123953991,10
16,84,4258.643077,9.950100647,10
16,85,4551.055385,10.63330697,11
16,86,4786.436923,11.18326384,12
16,87,4967.898462,11.6072394,12
16,88,5096.476923,11.90765636,12
16,89,5165.950769,12.06997843,13
16,90,5162.84,12.06271028,13
16,91,5064.332308,11.83255212,12
16,92,4832.061538,11.28986341,12
16,93,4415.218462,10.31593099,11
16,94,3742.255385,8.743587348,9
16,95,2720.886154,6.35721064,7
16,96,2046.886154,4.782444285,5
16,97,944.6369231,2.207095615,3
16,98,416.8430769,0.973932423,1
16,99,309.0030769,0.721969806,1
16,100,495.6492308,1.15805895,2
16,101,872.0523077,2.037505392,3
16,102,1359.406154,3.176182603,4
16,103,1894.458462,4.426304818,5
16,104,2432.621538,5.683695182,6
16,105,2941.750769,6.87324946,7
16,106,3403.181538,7.951358734,8
16,107,3807.581538,8.896218547,9
16,108,4151.84,9.700560748,10
16,109,4436.993846,10.36680805,11
16,110,4666.153846,10.90222861,11
16,111,4844.504615,11.31893602,12
16,112,4968.935385,11.60966211,12
16,113,5037.372308,11.76956147,12
16,114,5034.261538,11.76229331,12
16,115,4937.827692,11.53698059,12
16,116,4711.778462,11.00882818,12
16,117,4304.267692,10.05670021,11
16,118,3647.895385,8.523120058,9
16,119,2653.486154,6.199734005,7
16,120,1534.646154,3.585621855,4
16,121,708.2184615,1.654716032,2
16,122,312.1138462,0.729237958,1
16,123,232.2707692,0.542688713,1
16,124,371.2184615,0.867332854,1
16,125,654.2984615,1.528734723,2
16,126,1019.295385,2.381531273,3
16,127,1420.584615,3.319122932,4
16,128,1823.947692,4.261560028,5
16,129,2206.572308,5.155542776,6
16,130,2552.904615,5.964730409,6
16,131,2855.686154,6.672163911,7
16,132,3113.88,7.275420561,8
16,133,3327.486154,7.77450036,8
16,134,3499.615385,8.17667146,9
16,135,3633.378462,8.489202014,9
16,136,3726.701538,8.707246584,9
16,137,3777.510769,8.825959741,9
16,138,3775.436923,8.821114306,9
16,139,3702.852308,8.651524084,9
16,140,3533.833846,8.256621136,9
16,141,3228.978462,7.544342201,8
16,142,2736.44,6.393551402,7
16,143,1989.855385,4.649194825,5
16,144,1637.301538,3.825470883,4
16,145,755.9169231,1.766161035,2
16,146,332.8523077,0.777692308,1
16,147,246.7876923,0.576606758,1
16,148,396.1046154,0.925478073,1
16,149,697.8492308,1.630488857,2
16,150,1087.732308,2.541430626,3
16,151,1515.981538,3.542012939,4
16,152,1946.304615,4.547440689,5
16,153,2353.815385,5.499568657,6
16,154,2722.96,6.362056075,7
16,155,3046.48,7.117943925,8
16,156,3321.264615,7.759964054,8
16,157,3549.387692,8.292961897,9
16,158,3732.923077,8.72178289,9
16,159,3874.981538,9.053695182,10
16,160,3975.563077,9.288698778,10
16,161,4029.483077,9.414680086,10
16,162,4027.409231,9.409834652,10
16,163,3950.676923,9.230553558,10
16,164,3802.396923,8.88410496,9
16,165,3570.126154,8.341416248,9
16,166,3136.692308,7.328720346,8
16,167,2498.984615,5.8387491,6
17,0,2082.618462,4.865930986,5
17,1,1273.057692,2.97443386,3
17,2,462.4576923,1.080508627,2
17,3,342.9461538,0.80127606,1
17,4,549.7530769,1.284469806,2
17,5,967.5238462,2.260569734,3
17,6,1507.923846,3.523186556,4
17,7,2101.324615,4.909636951,5
17,8,2697.843077,6.303371675,7
17,9,3262.145385,7.621835012,8
17,10,3774.486154,8.818892883,9
17,11,4223.433846,9.867836089,10
17,12,4604.831538,10.75895219,11
17,13,4920.757692,11.49709741,12
17,14,5175.369231,12.09198418,13
17,15,5371.783846,12.55089684,13
17,16,5511.040769,12.87626348,13
17,17,5585.865385,13.05108735,14
17,18,5582.747692,13.04380302,14
17,19,5475.706923,12.79370776,13
17,20,5225.252308,12.20853343,13
17,21,4774.226154,11.154734,12
17,22,4045.725385,9.452629404,10
17,23,2943.101538,6.876405463,7
17,24,2213.561538,5.171872752,6
17,25,1021.563846,2.386831416,3
17,26,449.9869231,1.051371316,2
17,27,334.6323077,0.781851186,1
17,28,535.2038462,1.250476276,2
17,29,943.6215385,2.204723221,3
17,30,1470.511538,3.435774621,4
17,31,2048.323846,4.785803379,5
17,32,2630.293077,6.145544572,7
17,33,3181.085385,7.432442488,8
17,34,3679.916154,8.597934939,9
17,35,4117.432308,9.620168944,10
17,36,4489.476923,10.48943206,11
17,37,4798.128462,11.21058052,12
17,38,5046.504615,11.79089863,12
17,39,5237.723077,12.23767074,13
17,40,5372.823077,12.55332495,13
17,41,5446.608462,12.72572071,13
17,42,5443.490769,12.71843638,13
17,43,5339.567692,12.47562545,13
17,44,5094.309231,11.90259166,12
17,45,4654.714615,10.87550144,11
17,46,3944.92,9.217102804,10
17,47,2869.316154,6.704009706,7
17,48,2157.443077,5.040754853,6
17,49,995.5830769,2.326128684,3
17,50,439.5946154,1.027090223,2
17,51,326.3184615,0.762426312,1
17,52,521.6938462,1.218910856,2
17,53,919.7192308,2.148876707,3
17,54,1433.099231,3.348362689,4
17,55,1997.401538,4.666826023,5
17,56,2564.821538,5.992573687,6
17,57,3101.064615,7.245478072,8
17,58,3588.463846,8.384261322,9
17,59,4014.548462,9.379786126,10
17,60,4377.24,10.22719626,11
17,61,4677.577692,10.92891984,11
17,62,4919.718462,11.4946693,12
17,63,5106.78,11.93172897,12
17,64,5238.762308,12.24009885,13
17,65,5310.469231,12.40763839,13
17,66,5307.351538,12.40035406,13
17,67,5205.506923,12.16239935,13
17,68,4967.523077,11.60636233,12
17,69,4538.320769,10.6035532,11
17,70,3846.193077,8.986432423,9
17,71,2797.609231,6.536470166,7
17,72,2103.403077,4.914493171,5
17,73,970.6415385,2.267854062,3
17,74,428.1630769,1.000381021,2
17,75,318.0046154,0.743001438,1
17,76,509.2230769,1.189773544,2
17,77,896.8561538,2.095458303,3
17,78,1397.765385,3.265806974,4
17,79,1947.518462,4.55027678,5
17,80,2500.389231,5.842030914,6
17,81,3024.161538,7.065797986,8
17,82,3499.09,8.175443925,9
17,83,3913.743077,9.144259526,10
17,84,4268.120769,9.972244787,10
17,85,4561.183846,10.6569716,11
17,86,4797.089231,11.20815241,12
17,87,4978.954615,11.63307153,12
17,88,5107.819231,11.93415708,12
17,89,5177.447692,12.0968404,13
17,90,5174.33,12.08955607,13
17,91,5075.603077,11.85888569,12
17,92,4842.815385,11.31498922,12
17,93,4425.044615,10.33888929,11
17,94,3750.583846,8.763046369,9
17,95,2726.941538,6.371358734,7
17,96,2051.441538,4.793087706,5
17,97,946.7392308,2.212007549,3
17,98,417.7707692,0.976099928,1
17,99,309.6907692,0.723576564,1
17,100,496.7523077,1.160636233,2
17,101,873.9930769,2.042039899,3
17,102,1362.431538,3.183251257,4
17,103,1898.674615,4.436155643,5
17,104,2438.035385,5.696344357,6
17,105,2948.297692,6.888546009,7
17,106,3410.755385,7.969054638,8
17,107,3816.055385,8.916017255,9
17,108,4161.08,9.722149533,10
17,109,4446.868462,10.38987958,11
17,110,4676.538462,10.92649173,11
17,111,4855.286154,11.34412653,12
17,112,4979.993846,11.63549964,12
17,113,5048.583077,11.79575485,12
17,114,5045.465385,11.78847053,12
17,115,4948.816923,11.56265636,12
17,116,4722.264615,11.03332854,12
17,117,4313.846923,10.0790816,11
17,118,3656.013846,8.542088425,9
17,119,2659.391538,6.213531631,7
17,120,1538.061538,3.593601724,4
17,121,709.7946154,1.658398634,2
17,122,312.8084615,0.730860891,1
17,123,232.7876923,0.543896477,1
17,124,372.0446154,0.86926312,1
17,125,655.7546154,1.532136952,2
17,126,1021.563846,2.386831416,3
17,127,1423.746154,3.326509706,4
17,128,1828.006923,4.271044213,5
17,129,2211.483077,5.167016535,6
17,130,2558.586154,5.978005033,6
17,131,2862.041538,6.687012939,7
17,132,3120.81,7.29161215,8
17,133,3334.891538,7.791802659,8
17,134,3507.403846,8.194868799,9
17,135,3641.464615,8.508094895,9
17,136,3734.995385,8.726624731,9
17,137,3785.917692,8.845602084,9
17,138,3783.839231,8.840745867,9
17,139,3711.093077,8.670778217,9
17,140,3541.698462,8.274996407,9
17,141,3236.164615,7.561132278,8
17,142,2742.53,6.407780374,7
17,143,1994.283846,4.659541696,5
17,144,1640.945385,3.833984544,4
17,145,757.5992308,1.770091661,2
17,146,333.5930769,0.779423077,1
17,147,247.3369231,0.577890007,1
17,148,396.9861538,0.927537743,1
17,149,699.4023077,1.634117541,2
17,150,1090.153077,2.547086629,3
17,151,1519.355385,3.549895759,4
17,152,1950.636154,4.557561107,5
17,153,2359.053846,5.511808051,6
17,154,2729.02,6.376214953,7
17,155,3053.26,7.133785047,8
17,156,3328.656154,7.777234005,8
17,157,3557.286923,8.311418044,9
17,158,3741.230769,8.741193386,9
17,159,3883.605385,9.073844357,10
17,160,3984.410769,9.309370956,10
17,161,4038.450769,9.435632638,10
17,162,4036.372308,9.430776421,10
17,163,3959.469231,9.251096334,10
17,164,3810.859231,8.903876708,9
17,165,3578.071538,8.359980229,9
17,166,3143.673077,7.345030554,8
17,167,2504.546154,5.85174335,6
18,0,2087.243077,4.876736161,5
18,1,1275.884615,2.98103882,3
18,2,463.4846154,1.08290798,2
18,3,343.7076923,0.803055356,1
18,4,550.9738462,1.287322071,2
18,5,969.6723077,2.265589504,3
18,6,1511.272308,3.531010065,4
18,7,2105.990769,4.92053918,5
18,8,2703.833846,6.317368799,7
18,9,3269.389231,7.638759886,8
18,10,3782.867692,8.838475916,9
18,11,4232.812308,9.889748383,10
18,12,4615.056923,10.78284328,11
18,13,4931.684615,11.52262761,12
18,14,5186.861538,12.11883537,13
18,15,5383.712308,12.57876707,13
18,16,5523.278462,12.90485622,13
18,17,5598.269231,13.0800683,14
18,18,5595.144615,13.07276779,14
18,19,5487.866154,12.82211718,13
18,20,5236.855385,12.23564342,13
18,21,4784.827692,11.17950395,12
18,22,4054.709231,9.473619699,10
18,23,2949.636923,6.891675054,7
18,24,2218.476923,5.183357297,6
18,25,1023.832308,2.392131561,3
18,26,450.9861538,1.053705967,2
18,27,335.3753846,0.783587347,1
18,28,536.3923077,1.253253055,2
18,29,945.7169231,2.209618979,3
18,30,1473.776923,3.443404026,4
18,31,2052.872308,4.796430626,5
18,32,2636.133846,6.159191229,7
18,33,3188.149231,7.448946801,8
18,34,3688.087692,8.617027318,9
18,35,4126.575385,9.641531273,10
18,36,4499.446154,10.51272466,11
18,37,4808.783077,11.23547448,12
18,38,5057.710769,11.81708124,12
18,39,5249.353846,12.26484543,13
18,40,5384.753846,12.58120057,13
18,41,5458.703077,12.75397915,13
18,42,5455.578462,12.74667865,13
18,43,5351.424615,12.50332854,13
18,44,5105.621538,11.92902229,12
18,45,4665.050769,10.89965133,11
18,46,3953.68,9.237570093,10
18,47,2875.687692,6.718896477,7
18,48,2162.233846,5.051948238,6
18,49,997.7938462,2.331294033,3
18,50,440.5707692,1.029370956,2
18,51,327.0430769,0.764119339,1
18,52,522.8523077,1.221617541,2
18,53,921.7615385,2.153648454,3
18,54,1436.281538,3.355797986,4
18,55,2001.836923,4.677189072,5
18,56,2570.516923,6.005880661,7
18,57,3107.950769,7.261567217,8
18,58,3596.432308,8.402879224,9
18,59,4023.463077,9.400614666,10
18,60,4386.96,10.24990654,11
18,61,4687.964615,10.95318835,11
18,62,4930.643077,11.52019411,12
18,63,5118.12,11.9582243,12
18,64,5250.395385,12.26727894,13
18,65,5322.261538,12.43519051,13
18,66,5319.136923,12.42789001,13
18,67,5217.066154,12.1894069,13
18,68,4978.553846,11.63213515,12
18,69,4548.398462,10.62709921,11
18,70,3854.733846,9.006387491,10
18,71,2803.821538,6.550984902,7
18,72,2108.073846,4.925406182,5
18,73,972.7969231,2.272890007,3
18,74,429.1138462,1.002602444,2
18,75,318.7107692,0.74465133,1
18,76,510.3538462,1.192415529,2
18,77,898.8476923,2.100111431,3
18,78,1400.869231,3.273058951,4
18,79,1951.843077,4.560381021,5
18,80,2505.941538,5.855003593,6
18,81,3030.876923,7.081488138,8
18,82,3506.86,8.193598131,9
18,83,3922.433846,9.164565061,10
18,84,4277.598462,9.99438893,10
18,85,4571.312308,10.68063623,11
18,86,4807.741538,11.23304098,12
18,87,4990.010769,11.65890367,12
18,88,5119.161538,11.9606578,12
18,89,5188.944615,12.12370237,13
18,90,5185.82,12.11640187,13
18,91,5086.873846,11.88521927,12
18,92,4853.569231,11.34011503,12
18,93,4434.870769,10.36184759,11
18,94,3758.912308,8.782505393,9
18,95,2732.996923,6.385506829,7
18,96,2055.996923,4.803731129,5
18,97,948.8415385,2.216919482,3
18,98,418.6984615,0.978267433,1
18,99,310.3784615,0.725183321,1
18,100,497.8553846,1.163213515,2
18,101,875.9338462,2.046574407,3
18,102,1365.456923,3.190319914,4
18,103,1902.890769,4.44600647,5
18,104,2443.449231,5.70899353,6
18,105,2954.844615,6.903842558,7
18,106,3418.329231,7.98675054,8
18,107,3824.529231,8.93581596,9
18,108,4170.32,9.743738318,10
18,109,4456.743077,10.41295111,11
18,110,4686.923077,10.95075485,11
18,111,4866.067692,11.36931704,12
18,112,4991.052308,11.66133717,12
18,113,5059.793846,11.82194824,12
18,114,5056.669231,11.81464774,12
18,115,4959.806154,11.58833214,12
18,116,4732.750769,11.0578289,12
18,117,4323.426154,10.10146298,11
18,118,3664.132308,8.561056794,9
18,119,2665.296923,6.227329259,7
18,120,1541.476923,3.601581596,4
18,121,711.3707692,1.662081236,2
18,122,313.5030769,0.732483825,1
18,123,233.3046154,0.545104242,1
18,124,372.8707692,0.871193386,1
18,125,657.2107692,1.53553918,2
18,126,1023.832308,2.392131561,3
18,127,1426.907692,3.333896477,4
18,128,1832.066154,4.280528397,5
18,129,2216.393846,5.178490294,6
18,130,2564.267692,5.991279654,6
18,131,2868.396923,6.70186197,7
18,132,3127.74,7.307803738,8
18,133,3342.296923,7.80910496,8
18,134,3515.192308,8.21306614,9
